subd_id	subd_name	disc_id	x	y	size
533	Neurotoxicology	8	399.04153	170.29353	1.45
534	Pediatric Research	3	352.39618	173.9801	2.24
535	Education Psychological Measures	13	480.83066	180.12437	1.24
536	Marketing	13	487.22046	155.54726	1.64
537	Clinical Medicine (Romania)	3	370.9265	145.71642	1.71
538	Green Chemistry	5	250.79872	236.65175	1.42
539	Optometry	12	360.70288	207.15921	1.58
540	Textile Art	4	216.9329	203.47264	1.29
541	Italian Studies	9	484.02557	33.89055	1.65
542	Perception Motor Skills	12	397.1246	196.0995	1.4
543	World Trade; Law	13	486.58148	111.30846	1.17
544	Insects	1	276.9968	53.55224	1.4
545	Australian Ecology	1	268.05112	54.781094	1.2
546	Paints & Coatings	5	227.79553	240.3383	1.39
547	Nursing Theory	12	411.82108	250.16916	1.26
548	Crustaceans	1	264.21725	47.40796	1.37
549	Laser Surgery	12	358.14697	214.53233	1.44
550	Bulk Solid Handling	4	208.6262	133.42786	1.11
551	Wetlands	1	262.30032	51.09453	1.05
552	GIS (non English)	6	234.1853	36.34826	1
553	Hydraulics	7	161.34186	181.35324	1
554	Agricultural Environmental Medicine	10	326.1981	135.88557	1.46
